,context,question,answer
43,"At the 57th Annual Grammy Awards in February 2015, Beyoncé was nominated for six awards, ultimately winning three: Best R&B Performance and Best R&B Song for ""Drunk in Love"", and Best Surround Sound Album for Beyoncé. She was nominated for Album of the Year but the award was won by Beck for his Morning Phase album. In August, the cover of the September issue of Vogue magazine was unveiled online, Beyoncé as the cover star, becoming the first African-American artist and third African-American woman in general to cover the September issue. She headlined the 2015 Made in America festival in early September and also the Global Citizen Festival later that month. Beyoncé made an uncredited featured appearance on the track ""Hymn for the Weekend"" by British rock band Coldplay, on their seventh studio album A Head Full of Dreams (2015), which saw release in December. On January 7, 2016, Pepsi announced Beyoncé would perform alongside Coldplay at Super Bowl 50 in February. Knowles has previously performed at four Super Bowl shows throughout her career, serving as the main headliner of the 47th Super Bowl halftime show in 2013.","coldplay at the 57th annual grammy awards in february 2015, beyonce was nominated for six awards, ultimately winning three : best r & b performance and best r & b song for "" drunk in love "", and best surround sound album for beyonce. she was nominated for album of the year but the award was won by beck for his morning phase album. in august, the cover of the september issue of vogue magazine was unveiled online, beyonce as the cover star, becoming the first african - american artist and third african - american woman in general to cover the september issue. she headlined the 2015 made in america festival in early september and also the global citizen festival later that month. beyonce made an uncredited featured appearance on the track "" hymn for the weekend "" by british rock band coldplay, on their seventh studio album a head full of dreams ( 2015 ), which saw release in december. on january 7, 2016, pepsi announced beyonce would perform alongside coldplay at super bowl 50 in february. knowles has previously performed at four super bowl shows throughout her career, serving as the main headliner of the 47th super bowl halftime show in 2013. the",Coldplay
44,"At the 57th Annual Grammy Awards in February 2015, Beyoncé was nominated for six awards, ultimately winning three: Best R&B Performance and Best R&B Song for ""Drunk in Love"", and Best Surround Sound Album for Beyoncé. She was nominated for Album of the Year but the award was won by Beck for his Morning Phase album. In August, the cover of the September issue of Vogue magazine was unveiled online, Beyoncé as the cover star, becoming the first African-American artist and third African-American woman in general to cover the September issue. She headlined the 2015 Made in America festival in early September and also the Global Citizen Festival later that month. Beyoncé made an uncredited featured appearance on the track ""Hymn for the Weekend"" by British rock band Coldplay, on their seventh studio album A Head Full of Dreams (2015), which saw release in December. On January 7, 2016, Pepsi announced Beyoncé would perform alongside Coldplay at Super Bowl 50 in February. Knowles has previously performed at four Super Bowl shows throughout her career, serving as the main headliner of the 47th Super Bowl halftime show in 2013.","three at the 57th annual grammy awards in february 2015, beyonce was nominated for six awards, ultimately winning three : best r & b performance and best r & b song for "" drunk in love "", and best surround sound album for beyonce. she was nominated for album of the year but the award was won by beck for his morning phase album. in august, the cover of the september issue of vogue magazine was unveiled online, beyonce as the cover star, becoming the first african - american artist and third african - american woman in general to cover the september issue. she headlined the 2015 made in america festival in early september and also the global citizen festival later that month. beyonce made an uncredited featured appearance on the track "" hymn for the weekend "" by british rock band coldplay, on their seventh studio album a head full of dreams ( 2015 ), which saw release in december. on january 7, 2016, pepsi announced beyonce would perform alongside coldplay at super bowl 50 in february. knowles has previously performed at four super bowl shows throughout her career, serving as the main headliner of the 47th super bowl halftime show in 2013. the",three
45,"At the 57th Annual Grammy Awards in February 2015, Beyoncé was nominated for six awards, ultimately winning three: Best R&B Performance and Best R&B Song for ""Drunk in Love"", and Best Surround Sound Album for Beyoncé. She was nominated for Album of the Year but the award was won by Beck for his Morning Phase album. In August, the cover of the September issue of Vogue magazine was unveiled online, Beyoncé as the cover star, becoming the first African-American artist and third African-American woman in general to cover the September issue. She headlined the 2015 Made in America festival in early September and also the Global Citizen Festival later that month. Beyoncé made an uncredited featured appearance on the track ""Hymn for the Weekend"" by British rock band Coldplay, on their seventh studio album A Head Full of Dreams (2015), which saw release in December. On January 7, 2016, Pepsi announced Beyoncé would perform alongside Coldplay at Super Bowl 50 in February. Knowles has previously performed at four Super Bowl shows throughout her career, serving as the main headliner of the 47th Super Bowl halftime show in 2013.","beck at the 57th annual grammy awards in february 2015, beyonce was nominated for six awards, ultimately winning three : best r & b performance and best r & b song for "" drunk in love "", and best surround sound album for beyonce. she was nominated for album of the year but the award was won by beck for his morning phase album. in august, the cover of the september issue of vogue magazine was unveiled online, beyonce as the cover star, becoming the first african - american artist and third african - american woman in general to cover the september issue. she headlined the 2015 made in america festival in early september and also the global citizen festival later that month. beyonce made an uncredited featured appearance on the track "" hymn for the weekend "" by british rock band coldplay, on their seventh studio album a head full of dreams ( 2015 ), which saw release in december. on january 7, 2016, pepsi announced beyonce would perform alongside coldplay at super bowl 50 in february. knowles has previously performed at four super bowl shows throughout her career, serving as the main headliner of the 47th super bowl halftime show in 2013. the",Beck
46,"At the 57th Annual Grammy Awards in February 2015, Beyoncé was nominated for six awards, ultimately winning three: Best R&B Performance and Best R&B Song for ""Drunk in Love"", and Best Surround Sound Album for Beyoncé. She was nominated for Album of the Year but the award was won by Beck for his Morning Phase album. In August, the cover of the September issue of Vogue magazine was unveiled online, Beyoncé as the cover star, becoming the first African-American artist and third African-American woman in general to cover the September issue. She headlined the 2015 Made in America festival in early September and also the Global Citizen Festival later that month. Beyoncé made an uncredited featured appearance on the track ""Hymn for the Weekend"" by British rock band Coldplay, on their seventh studio album A Head Full of Dreams (2015), which saw release in December. On January 7, 2016, Pepsi announced Beyoncé would perform alongside Coldplay at Super Bowl 50 in February. Knowles has previously performed at four Super Bowl shows throughout her career, serving as the main headliner of the 47th Super Bowl halftime show in 2013.","coldplay at the 57th annual grammy awards in february 2015, beyonce was nominated for six awards, ultimately winning three : best r & b performance and best r & b song for "" drunk in love "", and best surround sound album for beyonce. she was nominated for album of the year but the award was won by beck for his morning phase album. in august, the cover of the september issue of vogue magazine was unveiled online, beyonce as the cover star, becoming the first african - american artist and third african - american woman in general to cover the september issue. she headlined the 2015 made in america festival in early september and also the global citizen festival later that month. beyonce made an uncredited featured appearance on the track "" hymn for the weekend "" by british rock band coldplay, on their seventh studio album a head full of dreams ( 2015 ), which saw release in december. on january 7, 2016, pepsi announced beyonce would perform alongside coldplay at super bowl 50 in february. knowles has previously performed at four super bowl shows throughout her career, serving as the main headliner of the 47th super bowl halftime show in 2013. the",Coldplay
47,"At the 57th Annual Grammy Awards in February 2015, Beyoncé was nominated for six awards, ultimately winning three: Best R&B Performance and Best R&B Song for ""Drunk in Love"", and Best Surround Sound Album for Beyoncé. She was nominated for Album of the Year but the award was won by Beck for his Morning Phase album. In August, the cover of the September issue of Vogue magazine was unveiled online, Beyoncé as the cover star, becoming the first African-American artist and third African-American woman in general to cover the September issue. She headlined the 2015 Made in America festival in early September and also the Global Citizen Festival later that month. Beyoncé made an uncredited featured appearance on the track ""Hymn for the Weekend"" by British rock band Coldplay, on their seventh studio album A Head Full of Dreams (2015), which saw release in December. On January 7, 2016, Pepsi announced Beyoncé would perform alongside Coldplay at Super Bowl 50 in February. Knowles has previously performed at four Super Bowl shows throughout her career, serving as the main headliner of the 47th Super Bowl halftime show in 2013.","six awards at the 57th annual grammy awards in february 2015, beyonce was nominated for six awards, ultimately winning three : best r & b performance and best r & b song for "" drunk in love "", and best surround sound album for beyonce. she was nominated for album of the year but the award was won by beck for his morning phase album. in august, the cover of the september issue of vogue magazine was unveiled online, beyonce as the cover star, becoming the first african - american artist and third african - american woman in general to cover the september issue. she headlined the 2015 made in america festival in early september and also the global citizen festival later that month. beyonce made an uncredited featured appearance on the track "" hymn for the weekend "" by british rock band coldplay, on their seventh studio album a head full of dreams ( 2015 ), which saw release in december. on january 7, 2016, pepsi announced beyonce would perform alongside coldplay at super bowl 50 in february. knowles has previously performed at four super bowl shows throughout her career, serving as the main headliner of the 47th super bowl halftime show in 2013. the",six awards
48,"At the 57th Annual Grammy Awards in February 2015, Beyoncé was nominated for six awards, ultimately winning three: Best R&B Performance and Best R&B Song for ""Drunk in Love"", and Best Surround Sound Album for Beyoncé. She was nominated for Album of the Year but the award was won by Beck for his Morning Phase album. In August, the cover of the September issue of Vogue magazine was unveiled online, Beyoncé as the cover star, becoming the first African-American artist and third African-American woman in general to cover the September issue. She headlined the 2015 Made in America festival in early September and also the Global Citizen Festival later that month. Beyoncé made an uncredited featured appearance on the track ""Hymn for the Weekend"" by British rock band Coldplay, on their seventh studio album A Head Full of Dreams (2015), which saw release in December. On January 7, 2016, Pepsi announced Beyoncé would perform alongside Coldplay at Super Bowl 50 in February. Knowles has previously performed at four Super Bowl shows throughout her career, serving as the main headliner of the 47th Super Bowl halftime show in 2013.","vogue at the 57th annual grammy awards in february 2015, beyonce was nominated for six awards, ultimately winning three : best r & b performance and best r & b song for "" drunk in love "", and best surround sound album for beyonce. she was nominated for album of the year but the award was won by beck for his morning phase album. in august, the cover of the september issue of vogue magazine was unveiled online, beyonce as the cover star, becoming the first african - american artist and third african - american woman in general to cover the september issue. she headlined the 2015 made in america festival in early september and also the global citizen festival later that month. beyonce made an uncredited featured appearance on the track "" hymn for the weekend "" by british rock band coldplay, on their seventh studio album a head full of dreams ( 2015 ), which saw release in december. on january 7, 2016, pepsi announced beyonce would perform alongside coldplay at super bowl 50 in february. knowles has previously performed at four super bowl shows throughout her career, serving as the main headliner of the 47th super bowl halftime show in 2013. the",Vogue
49,"At the 57th Annual Grammy Awards in February 2015, Beyoncé was nominated for six awards, ultimately winning three: Best R&B Performance and Best R&B Song for ""Drunk in Love"", and Best Surround Sound Album for Beyoncé. She was nominated for Album of the Year but the award was won by Beck for his Morning Phase album. In August, the cover of the September issue of Vogue magazine was unveiled online, Beyoncé as the cover star, becoming the first African-American artist and third African-American woman in general to cover the September issue. She headlined the 2015 Made in America festival in early September and also the Global Citizen Festival later that month. Beyoncé made an uncredited featured appearance on the track ""Hymn for the Weekend"" by British rock band Coldplay, on their seventh studio album A Head Full of Dreams (2015), which saw release in December. On January 7, 2016, Pepsi announced Beyoncé would perform alongside Coldplay at Super Bowl 50 in February. Knowles has previously performed at four Super Bowl shows throughout her career, serving as the main headliner of the 47th Super Bowl halftime show in 2013.","coldplay at the 57th annual grammy awards in february 2015, beyonce was nominated for six awards, ultimately winning three : best r & b performance and best r & b song for "" drunk in love "", and best surround sound album for beyonce. she was nominated for album of the year but the award was won by beck for his morning phase album. in august, the cover of the september issue of vogue magazine was unveiled online, beyonce as the cover star, becoming the first african - american artist and third african - american woman in general to cover the september issue. she headlined the 2015 made in america festival in early september and also the global citizen festival later that month. beyonce made an uncredited featured appearance on the track "" hymn for the weekend "" by british rock band coldplay, on their seventh studio album a head full of dreams ( 2015 ), which saw release in december. on january 7, 2016, pepsi announced beyonce would perform alongside coldplay at super bowl 50 in february. knowles has previously performed at four super bowl shows throughout her career, serving as the main headliner of the 47th super bowl halftime show in 2013. the",Coldplay
50,"At the 57th Annual Grammy Awards in February 2015, Beyoncé was nominated for six awards, ultimately winning three: Best R&B Performance and Best R&B Song for ""Drunk in Love"", and Best Surround Sound Album for Beyoncé. She was nominated for Album of the Year but the award was won by Beck for his Morning Phase album. In August, the cover of the September issue of Vogue magazine was unveiled online, Beyoncé as the cover star, becoming the first African-American artist and third African-American woman in general to cover the September issue. She headlined the 2015 Made in America festival in early September and also the Global Citizen Festival later that month. Beyoncé made an uncredited featured appearance on the track ""Hymn for the Weekend"" by British rock band Coldplay, on their seventh studio album A Head Full of Dreams (2015), which saw release in December. On January 7, 2016, Pepsi announced Beyoncé would perform alongside Coldplay at Super Bowl 50 in February. Knowles has previously performed at four Super Bowl shows throughout her career, serving as the main headliner of the 47th Super Bowl halftime show in 2013.","coldplay at the 57th annual grammy awards in february 2015, beyonce was nominated for six awards, ultimately winning three : best r & b performance and best r & b song for "" drunk in love "", and best surround sound album for beyonce. she was nominated for album of the year but the award was won by beck for his morning phase album. in august, the cover of the september issue of vogue magazine was unveiled online, beyonce as the cover star, becoming the first african - american artist and third african - american woman in general to cover the september issue. she headlined the 2015 made in america festival in early september and also the global citizen festival later that month. beyonce made an uncredited featured appearance on the track "" hymn for the weekend "" by british rock band coldplay, on their seventh studio album a head full of dreams ( 2015 ), which saw release in december. on january 7, 2016, pepsi announced beyonce would perform alongside coldplay at super bowl 50 in february. knowles has previously performed at four super bowl shows throughout her career, serving as the main headliner of the 47th super bowl halftime show in 2013. the",Coldplay
51,"At the 57th Annual Grammy Awards in February 2015, Beyoncé was nominated for six awards, ultimately winning three: Best R&B Performance and Best R&B Song for ""Drunk in Love"", and Best Surround Sound Album for Beyoncé. She was nominated for Album of the Year but the award was won by Beck for his Morning Phase album. In August, the cover of the September issue of Vogue magazine was unveiled online, Beyoncé as the cover star, becoming the first African-American artist and third African-American woman in general to cover the September issue. She headlined the 2015 Made in America festival in early September and also the Global Citizen Festival later that month. Beyoncé made an uncredited featured appearance on the track ""Hymn for the Weekend"" by British rock band Coldplay, on their seventh studio album A Head Full of Dreams (2015), which saw release in December. On January 7, 2016, Pepsi announced Beyoncé would perform alongside Coldplay at Super Bowl 50 in February. Knowles has previously performed at four Super Bowl shows throughout her career, serving as the main headliner of the 47th Super Bowl halftime show in 2013.","six at the 57th annual grammy awards in february 2015, beyonce was nominated for six awards, ultimately winning three : best r & b performance and best r & b song for "" drunk in love "", and best surround sound album for beyonce. she was nominated for album of the year but the award was won by beck for his morning phase album. in august, the cover of the september issue of vogue magazine was unveiled online, beyonce as the cover star, becoming the first african - american artist and third african - american woman in general to cover the september issue. she headlined the 2015 made in america festival in early september and also the global citizen festival later that month. beyonce made an uncredited featured appearance on the track "" hymn for the weekend "" by british rock band coldplay, on their seventh studio album a head full of dreams ( 2015 ), which saw release in december. on january 7, 2016, pepsi announced beyonce would perform alongside coldplay at super bowl 50 in february. knowles has previously performed at four super bowl shows throughout her career, serving as the main headliner of the 47th super bowl halftime show in 2013. the",six
52,"At the 57th Annual Grammy Awards in February 2015, Beyoncé was nominated for six awards, ultimately winning three: Best R&B Performance and Best R&B Song for ""Drunk in Love"", and Best Surround Sound Album for Beyoncé. She was nominated for Album of the Year but the award was won by Beck for his Morning Phase album. In August, the cover of the September issue of Vogue magazine was unveiled online, Beyoncé as the cover star, becoming the first African-American artist and third African-American woman in general to cover the September issue. She headlined the 2015 Made in America festival in early September and also the Global Citizen Festival later that month. Beyoncé made an uncredited featured appearance on the track ""Hymn for the Weekend"" by British rock band Coldplay, on their seventh studio album A Head Full of Dreams (2015), which saw release in December. On January 7, 2016, Pepsi announced Beyoncé would perform alongside Coldplay at Super Bowl 50 in February. Knowles has previously performed at four Super Bowl shows throughout her career, serving as the main headliner of the 47th Super Bowl halftime show in 2013.","three at the 57th annual grammy awards in february 2015, beyonce was nominated for six awards, ultimately winning three : best r & b performance and best r & b song for "" drunk in love "", and best surround sound album for beyonce. she was nominated for album of the year but the award was won by beck for his morning phase album. in august, the cover of the september issue of vogue magazine was unveiled online, beyonce as the cover star, becoming the first african - american artist and third african - american woman in general to cover the september issue. she headlined the 2015 made in america festival in early september and also the global citizen festival later that month. beyonce made an uncredited featured appearance on the track "" hymn for the weekend "" by british rock band coldplay, on their seventh studio album a head full of dreams ( 2015 ), which saw release in december. on january 7, 2016, pepsi announced beyonce would perform alongside coldplay at super bowl 50 in february. knowles has previously performed at four super bowl shows throughout her career, serving as the main headliner of the 47th super bowl halftime show in 2013. the",three
53,"At the 57th Annual Grammy Awards in February 2015, Beyoncé was nominated for six awards, ultimately winning three: Best R&B Performance and Best R&B Song for ""Drunk in Love"", and Best Surround Sound Album for Beyoncé. She was nominated for Album of the Year but the award was won by Beck for his Morning Phase album. In August, the cover of the September issue of Vogue magazine was unveiled online, Beyoncé as the cover star, becoming the first African-American artist and third African-American woman in general to cover the September issue. She headlined the 2015 Made in America festival in early September and also the Global Citizen Festival later that month. Beyoncé made an uncredited featured appearance on the track ""Hymn for the Weekend"" by British rock band Coldplay, on their seventh studio album A Head Full of Dreams (2015), which saw release in December. On January 7, 2016, Pepsi announced Beyoncé would perform alongside Coldplay at Super Bowl 50 in February. Knowles has previously performed at four Super Bowl shows throughout her career, serving as the main headliner of the 47th Super Bowl halftime show in 2013.","beck at the 57th annual grammy awards in february 2015, beyonce was nominated for six awards, ultimately winning three : best r & b performance and best r & b song for "" drunk in love "", and best surround sound album for beyonce. she was nominated for album of the year but the award was won by beck for his morning phase album. in august, the cover of the september issue of vogue magazine was unveiled online, beyonce as the cover star, becoming the first african - american artist and third african - american woman in general to cover the september issue. she headlined the 2015 made in america festival in early september and also the global citizen festival later that month. beyonce made an uncredited featured appearance on the track "" hymn for the weekend "" by british rock band coldplay, on their seventh studio album a head full of dreams ( 2015 ), which saw release in december. on january 7, 2016, pepsi announced beyonce would perform alongside coldplay at super bowl 50 in february. knowles has previously performed at four super bowl shows throughout her career, serving as the main headliner of the 47th super bowl halftime show in 2013. the",Beck
54,"At the 57th Annual Grammy Awards in February 2015, Beyoncé was nominated for six awards, ultimately winning three: Best R&B Performance and Best R&B Song for ""Drunk in Love"", and Best Surround Sound Album for Beyoncé. She was nominated for Album of the Year but the award was won by Beck for his Morning Phase album. In August, the cover of the September issue of Vogue magazine was unveiled online, Beyoncé as the cover star, becoming the first African-American artist and third African-American woman in general to cover the September issue. She headlined the 2015 Made in America festival in early September and also the Global Citizen Festival later that month. Beyoncé made an uncredited featured appearance on the track ""Hymn for the Weekend"" by British rock band Coldplay, on their seventh studio album A Head Full of Dreams (2015), which saw release in December. On January 7, 2016, Pepsi announced Beyoncé would perform alongside Coldplay at Super Bowl 50 in February. Knowles has previously performed at four Super Bowl shows throughout her career, serving as the main headliner of the 47th Super Bowl halftime show in 2013.","vogue at the 57th annual grammy awards in february 2015, beyonce was nominated for six awards, ultimately winning three : best r & b performance and best r & b song for "" drunk in love "", and best surround sound album for beyonce. she was nominated for album of the year but the award was won by beck for his morning phase album. in august, the cover of the september issue of vogue magazine was unveiled online, beyonce as the cover star, becoming the first african - american artist and third african - american woman in general to cover the september issue. she headlined the 2015 made in america festival in early september and also the global citizen festival later that month. beyonce made an uncredited featured appearance on the track "" hymn for the weekend "" by british rock band coldplay, on their seventh studio album a head full of dreams ( 2015 ), which saw release in december. on january 7, 2016, pepsi announced beyonce would perform alongside coldplay at super bowl 50 in february. knowles has previously performed at four super bowl shows throughout her career, serving as the main headliner of the 47th super bowl halftime show in 2013. the",Vogue
55,"At the 57th Annual Grammy Awards in February 2015, Beyoncé was nominated for six awards, ultimately winning three: Best R&B Performance and Best R&B Song for ""Drunk in Love"", and Best Surround Sound Album for Beyoncé. She was nominated for Album of the Year but the award was won by Beck for his Morning Phase album. In August, the cover of the September issue of Vogue magazine was unveiled online, Beyoncé as the cover star, becoming the first African-American artist and third African-American woman in general to cover the September issue. She headlined the 2015 Made in America festival in early September and also the Global Citizen Festival later that month. Beyoncé made an uncredited featured appearance on the track ""Hymn for the Weekend"" by British rock band Coldplay, on their seventh studio album A Head Full of Dreams (2015), which saw release in December. On January 7, 2016, Pepsi announced Beyoncé would perform alongside Coldplay at Super Bowl 50 in February. Knowles has previously performed at four Super Bowl shows throughout her career, serving as the main headliner of the 47th Super Bowl halftime show in 2013.","coldplay at the 57th annual grammy awards in february 2015, beyonce was nominated for six awards, ultimately winning three : best r & b performance and best r & b song for "" drunk in love "", and best surround sound album for beyonce. she was nominated for album of the year but the award was won by beck for his morning phase album. in august, the cover of the september issue of vogue magazine was unveiled online, beyonce as the cover star, becoming the first african - american artist and third african - american woman in general to cover the september issue. she headlined the 2015 made in america festival in early september and also the global citizen festival later that month. beyonce made an uncredited featured appearance on the track "" hymn for the weekend "" by british rock band coldplay, on their seventh studio album a head full of dreams ( 2015 ), which saw release in december. on january 7, 2016, pepsi announced beyonce would perform alongside coldplay at super bowl 50 in february. knowles has previously performed at four super bowl shows throughout her career, serving as the main headliner of the 47th super bowl halftime show in 2013. the",Coldplay
56,"On February 6, 2016, one day before her performance at the Super Bowl, Beyoncé released a new single exclusively on music streaming service Tidal called ""Formation"".","tidal on february 6, 2016, one day before her performance at the super bowl, beyonce released a new single exclusively on music streaming service tidal called "" formation "".",Tidal
57,"On February 6, 2016, one day before her performance at the Super Bowl, Beyoncé released a new single exclusively on music streaming service Tidal called ""Formation"".","formation on february 6, 2016, one day before her performance at the super bowl, beyonce released a new single exclusively on music streaming service tidal called "" formation "".",Formation
58,"On February 6, 2016, one day before her performance at the Super Bowl, Beyoncé released a new single exclusively on music streaming service Tidal called ""Formation"".","february 6, 2016 on february 6, 2016, one day before her performance at the super bowl, beyonce released a new single exclusively on music streaming service tidal called "" formation "".","February 6, 2016"
59,"On February 6, 2016, one day before her performance at the Super Bowl, Beyoncé released a new single exclusively on music streaming service Tidal called ""Formation"".","exclusively on february 6, 2016, one day before her performance at the super bowl, beyonce released a new single exclusively on music streaming service tidal called "" formation "".",exclusively
60,"On February 6, 2016, one day before her performance at the Super Bowl, Beyoncé released a new single exclusively on music streaming service Tidal called ""Formation"".","tidal on february 6, 2016, one day before her performance at the super bowl, beyonce released a new single exclusively on music streaming service tidal called "" formation "".",Tidal
61,"On February 6, 2016, one day before her performance at the Super Bowl, Beyoncé released a new single exclusively on music streaming service Tidal called ""Formation"".","music streaming on february 6, 2016, one day before her performance at the super bowl, beyonce released a new single exclusively on music streaming service tidal called "" formation "".",music streaming
62,"On February 6, 2016, one day before her performance at the Super Bowl, Beyoncé released a new single exclusively on music streaming service Tidal called ""Formation"".","february 6, 2016 on february 6, 2016, one day before her performance at the super bowl, beyonce released a new single exclusively on music streaming service tidal called "" formation "".","February 6, 2016"
63,"On February 6, 2016, one day before her performance at the Super Bowl, Beyoncé released a new single exclusively on music streaming service Tidal called ""Formation"".","tidal on february 6, 2016, one day before her performance at the super bowl, beyonce released a new single exclusively on music streaming service tidal called "" formation "".",Tidal
64,"Beyoncé is believed to have first started a relationship with Jay Z after a collaboration on ""'03 Bonnie & Clyde"", which appeared on his seventh album The Blueprint 2: The Gift & The Curse (2002). Beyoncé appeared as Jay Z's girlfriend in the music video for the song, which would further fuel speculation of their relationship. On April 4, 2008, Beyoncé and Jay Z were married without publicity. As of April 2014, the couple have sold a combined 300 million records together. The couple are known for their private relationship, although they have appeared to become more relaxed in recent years. Beyoncé suffered a miscarriage in 2010 or 2011, describing it as ""the saddest thing"" she had ever endured. She returned to the studio and wrote music in order to cope with the loss. In April 2011, Beyoncé and Jay Z traveled to Paris in order to shoot the album cover for her 4, and unexpectedly became pregnant in Paris.","300 million beyonce is believed to have first started a relationship with jay z after a collaboration on ""'03 bonnie & clyde "", which appeared on his seventh album the blueprint 2 : the gift & the curse ( 2002 ). beyonce appeared as jay z's girlfriend in the music video for the song, which would further fuel speculation of their relationship. on april 4, 2008, beyonce and jay z were married without publicity. as of april 2014, the couple have sold a combined 300 million records together. the couple are known for their private relationship, although they have appeared to become more relaxed in recent years. beyonce suffered a miscarriage in 2010 or 2011, describing it as "" the saddest thing "" she had ever endured. she returned to the studio and wrote music in order to cope with the loss. in april 2011, beyonce and jay z traveled to paris in order to shoot the album cover for her 4, and unexpectedly became pregnant in paris.",300 million
65,"Beyoncé is believed to have first started a relationship with Jay Z after a collaboration on ""'03 Bonnie & Clyde"", which appeared on his seventh album The Blueprint 2: The Gift & The Curse (2002). Beyoncé appeared as Jay Z's girlfriend in the music video for the song, which would further fuel speculation of their relationship. On April 4, 2008, Beyoncé and Jay Z were married without publicity. As of April 2014, the couple have sold a combined 300 million records together. The couple are known for their private relationship, although they have appeared to become more relaxed in recent years. Beyoncé suffered a miscarriage in 2010 or 2011, describing it as ""the saddest thing"" she had ever endured. She returned to the studio and wrote music in order to cope with the loss. In April 2011, Beyoncé and Jay Z traveled to Paris in order to shoot the album cover for her 4, and unexpectedly became pregnant in Paris.","paris beyonce is believed to have first started a relationship with jay z after a collaboration on ""'03 bonnie & clyde "", which appeared on his seventh album the blueprint 2 : the gift & the curse ( 2002 ). beyonce appeared as jay z's girlfriend in the music video for the song, which would further fuel speculation of their relationship. on april 4, 2008, beyonce and jay z were married without publicity. as of april 2014, the couple have sold a combined 300 million records together. the couple are known for their private relationship, although they have appeared to become more relaxed in recent years. beyonce suffered a miscarriage in 2010 or 2011, describing it as "" the saddest thing "" she had ever endured. she returned to the studio and wrote music in order to cope with the loss. in april 2011, beyonce and jay z traveled to paris in order to shoot the album cover for her 4, and unexpectedly became pregnant in paris.",Paris
66,"Beyoncé is believed to have first started a relationship with Jay Z after a collaboration on ""'03 Bonnie & Clyde"", which appeared on his seventh album The Blueprint 2: The Gift & The Curse (2002). Beyoncé appeared as Jay Z's girlfriend in the music video for the song, which would further fuel speculation of their relationship. On April 4, 2008, Beyoncé and Jay Z were married without publicity. As of April 2014, the couple have sold a combined 300 million records together. The couple are known for their private relationship, although they have appeared to become more relaxed in recent years. Beyoncé suffered a miscarriage in 2010 or 2011, describing it as ""the saddest thing"" she had ever endured. She returned to the studio and wrote music in order to cope with the loss. In April 2011, Beyoncé and Jay Z traveled to Paris in order to shoot the album cover for her 4, and unexpectedly became pregnant in Paris.","miscarriage beyonce is believed to have first started a relationship with jay z after a collaboration on ""'03 bonnie & clyde "", which appeared on his seventh album the blueprint 2 : the gift & the curse ( 2002 ). beyonce appeared as jay z's girlfriend in the music video for the song, which would further fuel speculation of their relationship. on april 4, 2008, beyonce and jay z were married without publicity. as of april 2014, the couple have sold a combined 300 million records together. the couple are known for their private relationship, although they have appeared to become more relaxed in recent years. beyonce suffered a miscarriage in 2010 or 2011, describing it as "" the saddest thing "" she had ever endured. she returned to the studio and wrote music in order to cope with the loss. in april 2011, beyonce and jay z traveled to paris in order to shoot the album cover for her 4, and unexpectedly became pregnant in paris.",miscarriage
67,"Beyoncé is believed to have first started a relationship with Jay Z after a collaboration on ""'03 Bonnie & Clyde"", which appeared on his seventh album The Blueprint 2: The Gift & The Curse (2002). Beyoncé appeared as Jay Z's girlfriend in the music video for the song, which would further fuel speculation of their relationship. On April 4, 2008, Beyoncé and Jay Z were married without publicity. As of April 2014, the couple have sold a combined 300 million records together. The couple are known for their private relationship, although they have appeared to become more relaxed in recent years. Beyoncé suffered a miscarriage in 2010 or 2011, describing it as ""the saddest thing"" she had ever endured. She returned to the studio and wrote music in order to cope with the loss. In April 2011, Beyoncé and Jay Z traveled to Paris in order to shoot the album cover for her 4, and unexpectedly became pregnant in Paris.","jay z beyonce is believed to have first started a relationship with jay z after a collaboration on ""'03 bonnie & clyde "", which appeared on his seventh album the blueprint 2 : the gift & the curse ( 2002 ). beyonce appeared as jay z's girlfriend in the music video for the song, which would further fuel speculation of their relationship. on april 4, 2008, beyonce and jay z were married without publicity. as of april 2014, the couple have sold a combined 300 million records together. the couple are known for their private relationship, although they have appeared to become more relaxed in recent years. beyonce suffered a miscarriage in 2010 or 2011, describing it as "" the saddest thing "" she had ever endured. she returned to the studio and wrote music in order to cope with the loss. in april 2011, beyonce and jay z traveled to paris in order to shoot the album cover for her 4, and unexpectedly became pregnant in paris.",Jay Z
